house,appliance_label,appliance_type,product_category,refit_column,current_avg_kwh_day,current_annual_kwh_est,current_cost_month_aud,current_cost_year_aud,recommended_store,recommended_product,recommended_brand,recommended_price_aud,recommended_annual_kwh,recommended_cost_month_aud,estimated_energy_saving_kwh_year,estimated_monthly_saving_aud,estimated_annual_saving_aud,payback_months,saving_score,energy_efficiency_score,affordability_score,payback_score,product_match_score,energy_rating,option_type,suitability_note,replacement_priority,product_recommendation,product_category_intel,benchmark_avg_kwh_day,benchmark_median_kwh_day,benchmark_avg_cost_month_aud,usage_percentile_vs_similar_houses,above_similar_house_avg_pct,intelligent_efficiency_class,recommendation_reason_codes,intelligent_recommendation_summary,balanced_intelligent_score,budget_user_score,eco_user_score,fast_payback_score,explainable_product_reason
10,Fridge-Freezer,Fridge-Freezer,fridge,Appliance4,2.1592,788.11,19.43,236.43,JB Hi-Fi,Compact Efficient Fridge,CHiQ,449.0,285.0,7.12,503.11,12.31,147.69,36.48,0.6334,0.6384,0.3577,0.3968,0.558,Standard,Cheapest,Lower upfront price for smaller households.,high,Consider Compact Efficient Fridge from JB Hi-Fi for Fridge-Freezer. Estimated saving: $12.31/month with about 503.1 kWh/year reduction.,fridge,0.8247209090909091,0.62875,7.422727272727273,95.5,161.8,Needs attention,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","Fridge-Freezer is classified as Needs attention. It is 161.8% above the REFIT similar-appliance average, with 1960 detected events and 25.7% peak-hour activity.",0.249,0.2724,0.2136,0.2663,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
10,Fridge-Freezer,Fridge-Freezer,fridge,Appliance4,2.1592,788.11,19.43,236.43,The Good Guys,Energy Efficient Fridge-Freezer,Hisense,699.0,260.0,6.5,528.11,12.93,155.19,54.05,0.6655,0.6701,0.2634,0.3075,0.5529,High,Best Value,Balanced replacement for continuous loads.,high,Consider Energy Efficient Fridge-Freezer from The Good Guys for Fridge-Freezer. Estimated saving: $12.93/month with about 528.1 kWh/year reduction.,fridge,0.8247209090909091,0.62875,7.422727272727273,95.5,161.8,Needs attention,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","Fridge-Freezer is classified as Needs attention. It is 161.8% above the REFIT similar-appliance average, with 1960 detected events and 25.7% peak-hour activity.",0.2179,0.2082,0.2061,0.2082,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
10,Fridge-Freezer,Fridge-Freezer,fridge,Appliance4,2.1592,788.11,19.43,236.43,Harvey Norman,Inverter Fridge-Freezer,Samsung,999.0,220.0,5.5,568.11,13.93,167.19,71.7,0.717,0.7209,0.2002,0.2508,0.5707,Premium,Energy Wise,Inverter compressor suited to always-on refrigeration.,high,Consider Inverter Fridge-Freezer from Harvey Norman for Fridge-Freezer. Estimated saving: $13.93/month with about 568.1 kWh/year reduction.,fridge,0.8247209090909091,0.62875,7.422727272727273,95.5,161.8,Needs attention,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","Fridge-Freezer is classified as Needs attention. It is 161.8% above the REFIT similar-appliance average, with 1960 detected events and 25.7% peak-hour activity.",0.1985,0.1666,0.2029,0.1715,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
10,Kenwood KMix,Kenwood KMix,generic,Appliance9,2.9401,1073.14,26.46,321.94,Kmart,Smart Plug With Timer,Generic,19.0,80.0,2.0,993.14,24.46,293.53,0.78,0.9244,0.9255,0.9294,0.9687,0.9321,Control,Cheapest,Low-cost way to reduce standby and schedule usage.,high,Consider Smart Plug With Timer from Kmart for Kenwood KMix. Estimated saving: $24.46/month with about 993.1 kWh/year reduction.,generic,3.5444526086956527,1.83936,31.899565217391302,65.2,-17.1,Average,peak-hour usage,"Kenwood KMix is classified as Average. It is 17.1% below the REFIT similar-appliance average, with 247 detected events and 25.7% peak-hour activity.",0.4408,0.6846,0.2552,0.6519,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
10,Kenwood KMix,Kenwood KMix,generic,Appliance9,2.9401,1073.14,26.46,321.94,Bunnings,Timer Plug / Standby Saver,Arlec,24.0,75.0,1.88,998.14,24.59,295.03,0.98,0.9291,0.9301,0.9124,0.9609,0.9317,Control,Best Value,Useful for appliance groups and plug loads.,high,Consider Timer Plug / Standby Saver from Bunnings for Kenwood KMix. Estimated saving: $24.59/month with about 998.1 kWh/year reduction.,generic,3.5444526086956527,1.83936,31.899565217391302,65.2,-17.1,Average,peak-hour usage,"Kenwood KMix is classified as Average. It is 17.1% below the REFIT similar-appliance average, with 247 detected events and 25.7% peak-hour activity.",0.4364,0.6751,0.2548,0.6457,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
10,Kenwood KMix,Kenwood KMix,generic,Appliance9,2.9401,1073.14,26.46,321.94,JB Hi-Fi,Energy Monitoring Smart Plug,TP-Link Tapo,29.0,70.0,1.75,1003.14,24.71,296.53,1.17,0.9339,0.9348,0.8961,0.9534,0.9314,Monitoring,Overall,Adds monitoring so recommendations can be updated later.,high,Consider Energy Monitoring Smart Plug from JB Hi-Fi for Kenwood KMix. Estimated saving: $24.71/month with about 1003.1 kWh/year reduction.,generic,3.5444526086956527,1.83936,31.899565217391302,65.2,-17.1,Average,peak-hour usage,"Kenwood KMix is classified as Average. It is 17.1% below the REFIT similar-appliance average, with 247 detected events and 25.7% peak-hour activity.",0.4323,0.6661,0.2543,0.6397,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
10,Magimix Blender,Magimix Blender,generic,Appliance1,3.25369,1187.6,29.28,356.28,Kmart,Smart Plug With Timer,Generic,19.0,80.0,2.0,1107.6,27.28,327.4,0.7,0.9317,0.9326,0.9294,0.9718,0.9376,Control,Cheapest,Low-cost way to reduce standby and schedule usage.,high,Consider Smart Plug With Timer from Kmart for Magimix Blender. Estimated saving: $27.28/month with about 1107.6 kWh/year reduction.,generic,3.5444526086956527,1.83936,31.899565217391302,69.6,-8.2,Average,normal usage pattern,"Magimix Blender is classified as Average. It is 8.2% below the REFIT similar-appliance average, with 146 detected events and 21.2% peak-hour activity.",0.4508,0.6881,0.2691,0.6568,"Matched because this appliance is average, normal usage pattern, and the option balances price, energy reduction, savings and payback."
10,Magimix Blender,Magimix Blender,generic,Appliance1,3.25369,1187.6,29.28,356.28,Bunnings,Timer Plug / Standby Saver,Arlec,24.0,75.0,1.88,1112.6,27.41,328.9,0.88,0.936,0.9368,0.9124,0.9648,0.937,Control,Best Value,Useful for appliance groups and plug loads.,high,Consider Timer Plug / Standby Saver from Bunnings for Magimix Blender. Estimated saving: $27.41/month with about 1112.6 kWh/year reduction.,generic,3.5444526086956527,1.83936,31.899565217391302,69.6,-8.2,Average,normal usage pattern,"Magimix Blender is classified as Average. It is 8.2% below the REFIT similar-appliance average, with 146 detected events and 21.2% peak-hour activity.",0.4465,0.6789,0.2687,0.6508,"Matched because this appliance is average, normal usage pattern, and the option balances price, energy reduction, savings and payback."
10,Magimix Blender,Magimix Blender,generic,Appliance1,3.25369,1187.6,29.28,356.28,JB Hi-Fi,Energy Monitoring Smart Plug,TP-Link Tapo,29.0,70.0,1.75,1117.6,27.53,330.4,1.05,0.9402,0.9411,0.8961,0.958,0.9365,Monitoring,Overall,Adds monitoring so recommendations can be updated later.,high,Consider Energy Monitoring Smart Plug from JB Hi-Fi for Magimix Blender. Estimated saving: $27.53/month with about 1117.6 kWh/year reduction.,generic,3.5444526086956527,1.83936,31.899565217391302,69.6,-8.2,Average,normal usage pattern,"Magimix Blender is classified as Average. It is 8.2% below the REFIT similar-appliance average, with 146 detected events and 21.2% peak-hour activity.",0.4425,0.67,0.2684,0.6453,"Matched because this appliance is average, normal usage pattern, and the option balances price, energy reduction, savings and payback."
10,Microwave,Microwave,microwave,Appliance8,4.80382,1753.39,43.23,526.02,Kmart,Smart Plug With Timer,Generic,19.0,80.0,2.0,1673.39,41.23,494.81,0.46,0.9537,0.9544,0.9294,0.9812,0.9544,Control,Cheapest,Low-cost way to reduce standby and schedule usage.,high,Consider Smart Plug With Timer from Kmart for Microwave. Estimated saving: $41.23/month with about 1673.4 kWh/year reduction.,microwave,1.693406875,0.12358,15.23875,93.8,183.7,Needs attention,"above similar-house benchmark, frequent usage, higher monthly cost","Microwave is classified as Needs attention. It is 183.7% above the REFIT similar-appliance average, with 1478 detected events and 24.2% peak-hour activity.",0.5017,0.7043,0.3409,0.6776,"Matched because this appliance is needs attention, above similar-house benchmark, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
10,Microwave,Microwave,microwave,Appliance8,4.80382,1753.39,43.23,526.02,Bunnings,Timer Plug / Standby Saver,Arlec,24.0,75.0,1.88,1678.39,41.36,496.31,0.58,0.9566,0.9572,0.9124,0.9764,0.9531,Control,Best Value,Useful for appliance groups and plug loads.,high,Consider Timer Plug / Standby Saver from Bunnings for Microwave. Estimated saving: $41.36/month with about 1678.4 kWh/year reduction.,microwave,1.693406875,0.12358,15.23875,93.8,183.7,Needs attention,"above similar-house benchmark, frequent usage, higher monthly cost","Microwave is classified as Needs attention. It is 183.7% above the REFIT similar-appliance average, with 1478 detected events and 24.2% peak-hour activity.",0.4978,0.6956,0.3407,0.6728,"Matched because this appliance is needs attention, above similar-house benchmark, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
10,Microwave,Microwave,microwave,Appliance8,4.80382,1753.39,43.23,526.02,JB Hi-Fi,Energy Monitoring Smart Plug,TP-Link Tapo,29.0,70.0,1.75,1683.39,41.48,497.81,0.7,0.9595,0.9601,0.8961,0.9717,0.952,Monitoring,Overall,Adds monitoring so recommendations can be updated later.,high,Consider Energy Monitoring Smart Plug from JB Hi-Fi for Microwave. Estimated saving: $41.48/month with about 1683.4 kWh/year reduction.,microwave,1.693406875,0.12358,15.23875,93.8,183.7,Needs attention,"above similar-house benchmark, frequent usage, higher monthly cost","Microwave is classified as Needs attention. It is 183.7% above the REFIT similar-appliance average, with 1478 detected events and 24.2% peak-hour activity.",0.4941,0.6872,0.3406,0.6682,"Matched because this appliance is needs attention, above similar-house benchmark, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
10,Microwave,Microwave,microwave,Appliance8,4.80382,1753.39,43.23,526.02,Kmart,Compact Microwave,Anko,99.0,96.0,2.4,1657.39,40.83,490.01,2.42,0.9445,0.9452,0.7163,0.9083,0.9051,Standard,Cheapest,Lowest upfront price.,high,Consider Compact Microwave from Kmart for Microwave. Estimated saving: $40.83/month with about 1657.4 kWh/year reduction.,microwave,1.693406875,0.12358,15.23875,93.8,183.7,Needs attention,"above similar-house benchmark, frequent usage, higher monthly cost","Microwave is classified as Needs attention. It is 183.7% above the REFIT similar-appliance average, with 1478 detected events and 24.2% peak-hour activity.",0.4475,0.5899,0.3326,0.6088,"Matched because this appliance is needs attention, above similar-house benchmark, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
10,Microwave,Microwave,microwave,Appliance8,4.80382,1753.39,43.23,526.02,The Good Guys,900W Efficient Microwave,LG,179.0,82.0,2.05,1671.39,41.18,494.21,4.35,0.9526,0.9532,0.5828,0.8467,0.8814,High,Best Value,Good balance of price and energy use.,high,Consider 900W Efficient Microwave from The Good Guys for Microwave. Estimated saving: $41.18/month with about 1671.4 kWh/year reduction.,microwave,1.693406875,0.12358,15.23875,93.8,183.7,Needs attention,"above similar-house benchmark, frequent usage, higher monthly cost","Microwave is classified as Needs attention. It is 183.7% above the REFIT similar-appliance average, with 1478 detected events and 24.2% peak-hour activity.",0.4121,0.5147,0.3273,0.5583,"Matched because this appliance is needs attention, above similar-house benchmark, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
10,Microwave,Microwave,microwave,Appliance8,4.80382,1753.39,43.23,526.02,JB Hi-Fi,Compact Inverter Microwave,Panasonic,219.0,76.0,1.9,1677.39,41.33,496.01,5.3,0.9561,0.9567,0.533,0.8192,0.8722,Premium,Energy Wise,Inverter control is suitable for repeated cooking events.,high,Consider Compact Inverter Microwave from JB Hi-Fi for Microwave. Estimated saving: $41.33/month with about 1677.4 kWh/year reduction.,microwave,1.693406875,0.12358,15.23875,93.8,183.7,Needs attention,"above similar-house benchmark, frequent usage, higher monthly cost","Microwave is classified as Needs attention. It is 183.7% above the REFIT similar-appliance average, with 1478 detected events and 24.2% peak-hour activity.",0.3983,0.4856,0.3249,0.5373,"Matched because this appliance is needs attention, above similar-house benchmark, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
10,Television Site,Television Site,television,Appliance7,1.15591,421.91,10.4,126.57,Kmart,Smart Plug With Timer,Generic,19.0,80.0,2.0,341.91,8.4,100.84,2.26,0.8078,0.8104,0.9294,0.9139,0.8427,Control,Cheapest,Low-cost way to reduce standby and schedule usage.,high,Consider Smart Plug With Timer from Kmart for Television Site. Estimated saving: $8.40/month with about 341.9 kWh/year reduction.,television,0.64669,0.36083,5.819047619047619,85.7,78.7,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Television Site is classified as Needs attention. It is 78.7% above the REFIT similar-appliance average, with 2994 detected events and 57.4% peak-hour activity.",0.4239,0.655,0.2408,0.6061,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
10,Television Site,Television Site,television,Appliance7,1.15591,421.91,10.4,126.57,Kmart,Standby Saver Powerboard,Generic,19.0,120.0,3.0,301.91,7.4,88.84,2.57,0.7116,0.7156,0.9294,0.9034,0.7742,Control,Cheapest,Useful where TV site has multiple standby devices.,high,Consider Standby Saver Powerboard from Kmart for Television Site. Estimated saving: $7.40/month with about 301.9 kWh/year reduction.,television,0.64669,0.36083,5.819047619047619,85.7,78.7,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Television Site is classified as Needs attention. It is 78.7% above the REFIT similar-appliance average, with 2994 detected events and 57.4% peak-hour activity.",0.4205,0.6514,0.2373,0.5996,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
10,Television Site,Television Site,television,Appliance7,1.15591,421.91,10.4,126.57,Bunnings,Timer Plug / Standby Saver,Arlec,24.0,75.0,1.88,346.91,8.53,102.34,2.81,0.8198,0.8222,0.9124,0.895,0.8457,Control,Best Value,Useful for appliance groups and plug loads.,high,Consider Timer Plug / Standby Saver from Bunnings for Television Site. Estimated saving: $8.53/month with about 346.9 kWh/year reduction.,television,0.64669,0.36083,5.819047619047619,85.7,78.7,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Television Site is classified as Needs attention. It is 78.7% above the REFIT similar-appliance average, with 2994 detected events and 57.4% peak-hour activity.",0.418,0.6428,0.2392,0.5943,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
